file_path,current_domain,layer,header_quality,role_text,v1_inferred_domain,v1_confidence,v2_inferred_domain,v2_confidence,v2_override,needs_split,evidence,notes
general/L5_engines/lifecycle_stages_base.py,general,L5 — Domain Engine,FULL,Stage Handler Protocol and Base Types (pure business logic),logs,LOW,general,HIGH,YES,NO,phrase:orchestrator; code:orchestrator; code:runtime,V2 OVERRIDE: logs -> general
general/L5_engines/metrics_helpers.py,general,L5 — Domain Engine,FULL,Metrics helper functions (Prometheus),analytics,LOW,AMBIGUOUS,LOW,NO,YES,Close: apis=4 vs analytics=3,MISPLACED: currently in general
general/L5_engines/monitors_facade.py,general,L5 — Adapter (Facade),FULL,Monitors Facade - Thin translation layer for monitoring operations,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs account=6,Needs manual review
general/L5_engines/panel_invariant_monitor.py,general,L5 — Domain Engine,FULL,Monitor panel invariants and detect silent governance failures (in-memory logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: incidents=5 vs activity=4,Needs manual review
general/L5_engines/plan_inspector.py,general,L5 — Domain Engine (Utility),FULL,"Plan structure inspection and validation (pure computation, no boundary crossing)",analytics,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: analytics=6 vs controls=5,MISPLACED: currently in general
general/L5_engines/rate_limiter.py,general,L5 — Domain Engine,FULL,Rate limiting utilities (Redis-backed),controls,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: controls=5 vs account=4,MISPLACED: currently in general
general/L5_engines/runtime.py,general,L5 — Domain Engine (Utility),FULL,"Runtime utilities (pure uuid/datetime generation, no boundary crossing)",activity,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: activity=4 vs general=2,MISPLACED: currently in general
general/L5_engines/runtime_switch.py,general,L5 — Domain Engine,FULL,Runtime toggle for governance enforcement (emergency kill switch),general,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=5 vs policies=4,
general/L5_engines/scheduler_facade.py,general,L5 — Adapter (Facade),FULL,Scheduler Facade - Thin translation layer for job scheduling operations,AMBIGUOUS,LOW,activity,HIGH,YES,NO,phrase:run history; phrase:run; code:run_,V2 OVERRIDE: AMBIGUOUS -> activity; MISPLACED in general
general/L5_engines/webhook_verify.py,general,L5 — Domain Engine (Utility),FULL,Webhook HMAC-SHA256 signature verification (pure cryptographic computation),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: integrations=4 vs apis=4,Needs manual review
general/L5_lifecycle/drivers/execution.py,general,L5 — Domain Engine (Execution),FULL,Execution implementations for lifecycle stage handlers (pure business logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs integrations=5,Needs manual review
general/L5_lifecycle/drivers/knowledge_plane.py,general,L5 — Domain Engine (Model),FULL,KnowledgePlane domain models and registry (pure dataclass definitions),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=4 vs analytics=2,Needs manual review
general/L5_lifecycle/engines/base.py,general,L5 — Domain Engine,FULL,Stage Handler Protocol and Base Types (pure business logic),logs,LOW,general,HIGH,YES,NO,phrase:orchestrator; code:orchestrator; code:runtime,V2 OVERRIDE: logs -> general
general/L5_lifecycle/engines/offboarding.py,general,L5 — Domain Engine,FULL,Offboarding Stage Handlers (GAP-078 to GAP-082) - pure business logic,logs,LOW,logs,HIGH,NO,NO,phrase:audit trail; phrase:audit,V2 confidence: LOW -> HIGH
general/L5_lifecycle/engines/onboarding.py,general,L5 — Domain Engine,FULL,Onboarding Stage Handlers (GAP-071 to GAP-077) - pure business logic,logs,LOW,general,HIGH,YES,NO,phrase:orchestrator; code:orchestrator; code:runtime,V2 OVERRIDE: logs -> general
general/L5_lifecycle/engines/pool_manager.py,general,L5 — Domain Engine,FULL,Unified connection pool manager with health checking (pure business logic),logs,LOW,account,MEDIUM,YES,NO,phrase:tenant; code:tenant_,V2 OVERRIDE: logs -> account; MISPLACED in general
general/L5_schemas/agent.py,general,L5 — Domain Engine (Schema),FULL,Agent API request/response schemas (pure Pydantic DTOs),apis,LOW,controls,HIGH,YES,NO,phrase:rate limit; phrase:budget,V2 OVERRIDE: apis -> controls; MISPLACED in general
general/L5_schemas/artifact.py,general,L5 — Domain Engine (Schema),FULL,Artifact API schemas (pure Pydantic DTOs),apis,LOW,activity,MEDIUM,YES,NO,phrase:run,V2 OVERRIDE: apis -> activity; MISPLACED in general
general/L5_schemas/common.py,general,L5 — Domain Engine (Schema),FULL,Common contract definitions (pure Pydantic DTOs),AMBIGUOUS,LOW,apis,LOW,NO,NO,,Needs manual review
general/L5_schemas/plan.py,general,L5 — Domain Engine (Schema),FULL,Plan API schemas (pure Pydantic DTOs),apis,LOW,activity,MEDIUM,YES,NO,phrase:run,V2 OVERRIDE: apis -> activity; MISPLACED in general
general/L5_schemas/rac_models.py,general,L5 — Domain Schema,FULL,Runtime Audit Contract (RAC) models - pure Pydantic/dataclass DTOs,AMBIGUOUS,LOW,activity,HIGH,YES,NO,phrase:run; phrase:trace; code:run_,V2 OVERRIDE: AMBIGUOUS -> activity; MISPLACED in general
general/L5_schemas/response.py,general,L5 — Domain Engine (Schema),FULL,Standard API response envelope for consistent client experience (pure Pydantic DTO),apis,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=1 vs apis=1,MISPLACED: currently in general
general/L5_schemas/skill.py,general,L5 — Domain Engine (Schema),FULL,Skill API schemas (pure Pydantic DTOs),apis,LOW,integrations,MEDIUM,YES,NO,phrase:webhook; code:webhook_,V2 OVERRIDE: apis -> integrations; MISPLACED in general
general/L5_ui/engines/rollout_projection.py,general,L5 — Domain Engine (Projection),FULL,Rollout Projection - read-only projection of audited truth (pure business logic),logs,MEDIUM,logs,HIGH,NO,NO,phrase:append-only; phrase:audit; code:audit_,V2 confidence: MEDIUM -> HIGH
general/L5_utils/time.py,general,L5 — Domain Engine (Utility),FULL,Common time utilities for customer domain modules (pure datetime computation),analytics,MEDIUM,analytics,LOW,NO,NO,phrase:computation,V2 confidence: MEDIUM -> LOW
general/L5_workflow/contracts/engines/contract_engine.py,general,L5 — Domain Engine,FULL,Contract Engine - stateful contract state machine (pure business logic),logs,LOW,logs,HIGH,NO,NO,phrase:proof; phrase:audit; code:audit_,V2 confidence: LOW -> HIGH
general/L6_drivers/alert_emitter.py,general,L6 — Domain Driver,FULL,Emit alerts for near-threshold and breach events,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=6 vs activity=6,Needs manual review
general/L6_drivers/budget_tracker.py,general,L6 — Domain Driver,FULL,Budget tracking utility,controls,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs account=6,MISPLACED: currently in general
general/L6_drivers/cross_domain.py,general,L6 — Domain Driver,FULL,Cross-Domain Governance - Mandatory data integrity functions,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: controls=12 vs incidents=11,MISPLACED: currently in general
general/L6_drivers/cus_health_driver.py,general,L6 — Domain Driver,FULL,Health checking driver for customer LLM integrations (DB boundary crossing),integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: overview=9 vs account=9,MISPLACED: currently in general
general/L6_drivers/decisions.py,general,L6 — Domain Driver,FULL,Decision contract enforcement,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=8 vs policies=7,Needs manual review
general/L6_drivers/guard_cache.py,general,L6 — Domain Driver,FULL,Guard decision caching,incidents,MEDIUM,incidents,HIGH,NO,NO,phrase:incident; phrase:guard; code:guard_,V2 confidence: MEDIUM -> HIGH
general/L6_drivers/idempotency.py,general,L6 — Domain Driver,FULL,Idempotency key utilities,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs activity=4,Needs manual review
general/L6_drivers/ledger.py,general,L6 — Domain Driver,FULL,Discovery ledger for artifact tracking,AMBIGUOUS,LOW,analytics,LOW,NO,NO,code:aggregate,Needs manual review
general/L6_drivers/schema_parity.py,general,L6 — Domain Driver,FULL,Schema parity checking utilities,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs analytics=5,Needs manual review
general/L6_drivers/worker_write_service_async.py,general,L6 — Domain Driver,FULL,DB write delegation for Worker API (Phase 2B extraction),activity,MEDIUM,activity,HIGH,NO,NO,phrase:worker run; phrase:run; code:run_,V2 confidence: MEDIUM -> HIGH
incidents/L3_adapters/anomaly_bridge.py,incidents,L3 — Boundary Adapter,FULL,"Anomaly-to-Incident bridge (incidents-owned, not analytics)",AMBIGUOUS,LOW,incidents,HIGH,YES,NO,phrase:severity; phrase:incident; code:incident_; code:severity_,V2 OVERRIDE: AMBIGUOUS -> incidents
incidents/L5_engines/alert_log_linker.py,incidents,L5 — Domain Engine,FULL,Link alerts to log records for explicit correlation,logs,MEDIUM,activity,HIGH,YES,NO,phrase:llm run; phrase:trace step; phrase:run; phrase:trace; code:run_,V2 OVERRIDE: logs -> activity; MISPLACED in incidents
incidents/L5_engines/channel_engine.py,incidents,L5 — Domain Engine,FULL,Configurable notification channel management,controls,LOW,AMBIGUOUS,LOW,NO,YES,Close: incidents=7 vs activity=6,MISPLACED: currently in incidents
incidents/L5_engines/degraded_mode_checker.py,incidents,L5 — Domain Engine,FULL,Governance degraded mode checker with incident response,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: incidents=9 vs logs=8,Needs manual review
incidents/L5_engines/evidence_report.py,incidents,L5 — Domain Engine,FULL,Generate legal-grade PDF evidence reports for AI incidents,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: overview=15 vs logs=13,Needs manual review
incidents/L5_engines/failure_mode_handler.py,incidents,L5 — Domain Engine,FULL,Handle failure modes - default to fail-closed,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=6 vs account=6,Needs manual review
incidents/L5_engines/hallucination_detector.py,incidents,L5 — Domain Engine,FULL,Detect potential hallucinations in LLM outputs (non-blocking),AMBIGUOUS,LOW,incidents,HIGH,YES,NO,phrase:severity; phrase:incident; code:incident_; code:severity_,V2 OVERRIDE: AMBIGUOUS -> incidents
incidents/L5_engines/incident_driver.py,incidents,L5 — Domain Engine,FULL,Incident Domain Engine - Internal orchestration for incident operations,incidents,MEDIUM,incidents,HIGH,NO,NO,phrase:incident engine; phrase:incident; code:incident_; code:incidentengine; code:incidentdriver,V2 confidence: MEDIUM -> HIGH
incidents/L5_engines/incident_engine.py,incidents,L5 — Domain Engine (System Truth),FULL,Incident creation decision-making (domain logic),AMBIGUOUS,LOW,incidents,HIGH,YES,NO,phrase:incident pattern; phrase:incident engine; phrase:severity; phrase:incident; code:incident_,V2 OVERRIDE: AMBIGUOUS -> incidents
incidents/L5_engines/incident_pattern_engine.py,incidents,L5 — Domain Engine,FULL,Detect structural patterns across incidents,incidents,MEDIUM,incidents,HIGH,NO,NO,phrase:incident pattern; phrase:severity; phrase:incident; code:incident_; code:severity_,V2 confidence: MEDIUM -> HIGH
incidents/L5_engines/incident_read_engine.py,incidents,L5 — Domain Engine,FULL,Incident domain read operations (L5 facade over L6 driver),incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: incidents=6 vs controls=5,
incidents/L5_engines/incident_severity_engine.py,incidents,L5 — Domain Engine,FULL,Severity calculation and escalation decisions for incidents,incidents,HIGH,incidents,HIGH,NO,NO,phrase:severity; phrase:incident,
incidents/L5_engines/incident_write_engine.py,incidents,L5 — Domain Engine,FULL,Incident domain write operations with audit (L5 facade over L6 driver),AMBIGUOUS,LOW,logs,HIGH,YES,NO,phrase:audit; code:audit_; code:ledger,V2 OVERRIDE: AMBIGUOUS -> logs; MISPLACED in incidents
incidents/L5_engines/incidents_facade.py,incidents,L5 — Domain Engine,FULL,Incidents domain facade - unified entry point for incident management operations,incidents,MEDIUM,incidents,HIGH,NO,NO,phrase:incident pattern; phrase:severity; phrase:incident; phrase:recurrence; code:incident_,V2 confidence: MEDIUM -> HIGH
incidents/L5_engines/incidents_types.py,incidents,L5 — Domain Engine,FULL,Shared type aliases for incidents domain engines,incidents,MEDIUM,incidents,MEDIUM,NO,NO,phrase:incident,
incidents/L5_engines/lessons_engine.py,incidents,L5 — Domain Engine (System Truth),FULL,Lessons learned creation and management (domain logic),AMBIGUOUS,LOW,incidents,HIGH,YES,NO,phrase:near-threshold; phrase:failure detect; phrase:severity; phrase:incident; code:severity_,V2 OVERRIDE: AMBIGUOUS -> incidents
incidents/L5_engines/llm_failure_engine.py,incidents,L5 — Domain Engine,FULL,"S4 failure truth model, fact persistence",activity,MEDIUM,activity,MEDIUM,NO,NO,phrase:run; code:run_,MISPLACED: currently in incidents
incidents/L5_engines/mapper.py,incidents,L5 — Domain Engine,FULL,Map incidents to relevant SOC2 controls,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: incidents=10 vs activity=10,
incidents/L5_engines/panel_invariant_monitor.py,incidents,L5 — Domain Engine,FULL,Monitor panel invariants and detect silent governance failures,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: incidents=5 vs activity=4,Needs manual review
incidents/L5_engines/panel_verification_engine.py,incidents,L5 — Domain Engine,FULL,Determinism verification and input validation,AMBIGUOUS,LOW,incidents,MEDIUM,YES,NO,phrase:incident,V2 OVERRIDE: AMBIGUOUS -> incidents
incidents/L5_engines/pdf_renderer.py,incidents,L5 — Domain Engine,FULL,Render export bundles to PDF format,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs overview=4,Needs manual review
incidents/L5_engines/policy_violation_engine.py,incidents,L5 — Domain Engine,FULL,"S3 violation truth model, fact persistence, evidence linking",AMBIGUOUS,LOW,incidents,HIGH,YES,NO,phrase:incident; code:incident_; code:violation_,V2 OVERRIDE: AMBIGUOUS -> incidents
incidents/L5_engines/postmortem_engine.py,incidents,L5 — Domain Engine,FULL,Extract learnings and post-mortem insights from resolved incidents,incidents,MEDIUM,incidents,HIGH,NO,NO,phrase:incident; phrase:recurrence; code:incident_; code:recurrence,V2 confidence: MEDIUM -> HIGH
incidents/L5_engines/prevention_engine.py,incidents,L5 — Domain Engine,FULL,Prevention-based policy validation,policies,LOW,incidents,HIGH,YES,NO,phrase:violation detect; phrase:severity; phrase:incident; code:incident_; code:severity_,V2 OVERRIDE: policies -> incidents
incidents/L5_engines/recovery_evaluation_engine.py,incidents,L5 — Domain Engine (System Truth),FULL,Recovery evaluation decision-making (domain logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=3 vs incidents=1,Needs manual review
incidents/L5_engines/recovery_rule_engine.py,incidents,L5 — Domain Engine (System Truth),FULL,Rule-based evaluation engine for recovery suggestions,policies,LOW,policies,HIGH,NO,NO,phrase:rule engine; code:rule_; code:ruleengine,V2 confidence: LOW -> HIGH
incidents/L5_engines/recurrence_analysis_engine.py,incidents,L5 — Domain Engine,FULL,Analyze recurring incident patterns (business logic),incidents,HIGH,incidents,HIGH,NO,NO,phrase:incident pattern; phrase:incident,
incidents/L5_engines/runtime_switch.py,incidents,L5 — Domain Engine,FULL,Runtime toggle for governance enforcement (in-memory state),general,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=5 vs policies=4,MISPLACED: currently in incidents
incidents/L5_engines/semantic_failures.py,incidents,L5 — Domain Engine,FULL,Semantic failure taxonomy and fix guidance for incidents domain,incidents,MEDIUM,incidents,HIGH,NO,NO,phrase:severity; phrase:incident; code:failure_; code:violation_,V2 confidence: MEDIUM -> HIGH
incidents/L6_drivers/export_bundle_driver.py,incidents,L6 — Domain Driver,FULL,Generate structured export bundles from incidents and traces,activity,HIGH,activity,HIGH,NO,NO,phrase:run; phrase:trace,MISPLACED: currently in incidents
incidents/L6_drivers/guard_write_driver.py,incidents,L6 — Domain Driver,FULL,DB write operations for Guard API - pure data access,incidents,HIGH,incidents,HIGH,NO,NO,phrase:incident; phrase:guard,
incidents/L6_drivers/incident_aggregator.py,incidents,L6 — Domain Driver,FULL,Incident aggregation persistence - pure data access,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: controls=15 vs incidents=14,
incidents/L6_drivers/incident_pattern_driver.py,incidents,L6 — Domain Driver,FULL,Data access for incident pattern detection operations (async),incidents,HIGH,incidents,HIGH,NO,NO,phrase:incident pattern; phrase:incident,
incidents/L6_drivers/incident_read_driver.py,incidents,L6 — Domain Driver,FULL,Data access for incident read operations,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: controls=6 vs incidents=6,
incidents/L6_drivers/incident_write_driver.py,incidents,L6 — Domain Driver,FULL,Data access for incident write operations,activity,HIGH,activity,HIGH,NO,NO,phrase:run; phrase:trace,MISPLACED: currently in incidents
incidents/L6_drivers/incidents_facade_driver.py,incidents,L6 — Domain Driver,FULL,Database operations for incidents facade - pure data access,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: incidents=6 vs analytics=6,
incidents/L6_drivers/lessons_driver.py,incidents,L6 — Domain Driver,FULL,Data access for lessons_learned operations,policies,LOW,policies,HIGH,NO,NO,phrase:policy proposal; code:policy_; code:proposal_,V2 confidence: LOW -> HIGH
incidents/L6_drivers/llm_failure_driver.py,incidents,L6 — Domain Driver,FULL,Data access for LLM failure operations (async),activity,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: incidents=9 vs logs=7,MISPLACED: currently in incidents
incidents/L6_drivers/policy_violation_driver.py,incidents,L6 — Domain Driver,FULL,Data access for policy violation operations (async + sync),incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: policies=9 vs incidents=9,
incidents/L6_drivers/postmortem_driver.py,incidents,L6 — Domain Driver,FULL,Data access for post-mortem analytics operations (async),AMBIGUOUS,LOW,incidents,HIGH,YES,NO,phrase:incident; phrase:recurrence; code:incident_; code:recurrence,V2 OVERRIDE: AMBIGUOUS -> incidents
incidents/L6_drivers/recurrence_analysis_driver.py,incidents,L6 — Domain Driver,FULL,Database operations for recurrence analysis - pure data access,incidents,HIGH,incidents,HIGH,NO,NO,phrase:incident; phrase:recurrence,
incidents/L6_drivers/scoped_execution.py,incidents,L6 — Domain Driver,FULL,"Pre-execution gate, scope enforcement",AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=8 vs apis=7,Needs manual review
integrations/L3_adapters/cloud_functions_adapter.py,integrations,L3 — Boundary Adapters,PARTIAL,Google Cloud Functions serverless adapter,integrations,MEDIUM,integrations,MEDIUM,NO,NO,phrase:adapter,
integrations/L3_adapters/customer_activity_adapter.py,integrations,L3 — Boundary Adapter,PARTIAL,Customer activity boundary adapter (L2 → L3 → L5),integrations,MEDIUM,activity,HIGH,YES,NO,phrase:run; code:run_; code:activity_,V2 OVERRIDE: integrations -> activity; MISPLACED in integrations
integrations/L3_adapters/customer_incidents_adapter.py,integrations,L3 — Boundary Adapter,PARTIAL,Customer incidents boundary adapter (L2 → L3 → L4),incidents,MEDIUM,incidents,HIGH,NO,NO,phrase:severity; phrase:incident; phrase:guard; code:incident_,V2 confidence: MEDIUM -> HIGH
integrations/L3_adapters/customer_keys_adapter.py,integrations,L3 — Boundary Adapter,PARTIAL,Customer API keys boundary adapter (L2 → L3 → L4),apis,HIGH,apis,HIGH,NO,NO,phrase:api key; phrase:key,MISPLACED: currently in integrations
integrations/L3_adapters/customer_killswitch_adapter.py,integrations,L3 — Boundary Adapter,PARTIAL,Customer killswitch boundary adapter (L2 → L3 → L4),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs controls=5,Needs manual review
integrations/L3_adapters/customer_logs_adapter.py,integrations,L3 — Boundary Adapter,PARTIAL,Customer logs boundary adapter (L2 → L3 → L4),integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: incidents=8 vs activity=6,
integrations/L3_adapters/customer_policies_adapter.py,integrations,L3 — Boundary Adapter,PARTIAL,Customer policies boundary adapter (L2 → L3 → L4),integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: controls=8 vs integrations=6,
integrations/L3_adapters/file_storage_base.py,integrations,L3 — Boundary Adapters,PARTIAL,Base class for file storage adapters,integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: integrations=4 vs apis=4,
integrations/L3_adapters/founder_contract_review_adapter.py,integrations,L3 — Boundary Adapter,PARTIAL,Translate Contract domain models to Founder Review views,AMBIGUOUS,LOW,overview,HIGH,YES,NO,phrase:summary view; phrase:summary; code:summary_,V2 OVERRIDE: AMBIGUOUS -> overview; MISPLACED in integrations
integrations/L3_adapters/founder_ops_adapter.py,integrations,L3 — Boundary Adapter,PARTIAL,Translate OpsIncident domain models to Founder-facing views,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: overview=6 vs incidents=4,MISPLACED: currently in integrations
integrations/L3_adapters/gcs_adapter.py,integrations,L3 — Boundary Adapters,PARTIAL,Google Cloud Storage file storage adapter,integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: activity=4 vs integrations=4,
integrations/L3_adapters/lambda_adapter.py,integrations,L3 — Boundary Adapters,FULL,AWS Lambda serverless adapter,integrations,MEDIUM,integrations,MEDIUM,NO,NO,phrase:adapter,
integrations/L3_adapters/notifications_base.py,integrations,L3 — Boundary Adapters,PARTIAL,Base class for notification adapters,integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: integrations=4 vs general=3,
integrations/L3_adapters/pgvector_adapter.py,integrations,L3 — Boundary Adapters,PARTIAL,PGVector production adapter,integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: integrations=4 vs analytics=2,
integrations/L3_adapters/pinecone_adapter.py,integrations,L3 — Boundary Adapters,FULL,Pinecone vector store adapter,integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: integrations=4 vs analytics=2,
integrations/L3_adapters/policy_adapter.py,integrations,L3 — Boundary Adapter,PARTIAL,Policy evaluation boundary adapter (L2 → L3 → L4),AMBIGUOUS,LOW,integrations,HIGH,YES,NO,phrase:webhook; phrase:adapter; code:adapter_; code:webhook_,V2 OVERRIDE: AMBIGUOUS -> integrations
integrations/L3_adapters/runtime_adapter.py,integrations,L3 — Boundary Adapter (Translation),PARTIAL,Translate API requests into runtime domain commands,activity,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: activity=4 vs integrations=4,MISPLACED: currently in integrations
integrations/L3_adapters/s3_adapter.py,integrations,L3 — Boundary Adapters,FULL,AWS S3 file storage adapter,integrations,MEDIUM,integrations,MEDIUM,NO,NO,phrase:adapter,
integrations/L3_adapters/serverless_base.py,integrations,L3 — Boundary Adapters,PARTIAL,Base class for serverless adapters,integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: activity=4 vs integrations=4,
integrations/L3_adapters/slack_adapter.py,integrations,L3 — Boundary Adapters,PARTIAL,Slack notification adapter,integrations,MEDIUM,integrations,MEDIUM,NO,NO,phrase:adapter,
integrations/L3_adapters/smtp_adapter.py,integrations,L3 — Boundary Adapters,PARTIAL,SMTP email notification adapter,integrations,MEDIUM,integrations,MEDIUM,NO,NO,phrase:adapter,
integrations/L3_adapters/vector_stores_base.py,integrations,L3 — Boundary Adapters,PARTIAL,Base class for vector store adapters,integrations,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: integrations=4 vs analytics=2,
