file_path,current_domain,layer,header_quality,role_text,v1_inferred_domain,v1_confidence,v2_inferred_domain,v2_confidence,v2_override,needs_split,evidence,notes
policies/L5_engines/budget_enforcement_engine.py,policies,L4 — Domain Engine (System Truth),PARTIAL,Budget enforcement decision-making (domain logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs account=6,Needs manual review
policies/L5_engines/certificate.py,policies,L3 — Boundary Adapter (Console → Platform),PARTIAL,,UNKNOWN,LOW,logs,HIGH,YES,NO,phrase:proof; phrase:audit; code:audit_,V2 OVERRIDE: UNKNOWN -> logs; MISPLACED in policies
policies/L5_engines/claim_decision_engine.py,policies,L4 — Domain Engine (System Truth),PARTIAL,Domain engine for recovery claim decisions.,AMBIGUOUS,LOW,logs,LOW,NO,NO,,Needs manual review
policies/L5_engines/compiler_parser.py,policies,L5 — Domain Engine,FULL,Policy language parser,policies,LOW,policies,MEDIUM,NO,NO,code:policy_; code:rule_,V2 confidence: LOW -> MEDIUM
policies/L5_engines/constraint_checker.py,policies,L5 — Domain Engine,FULL,Enforce MonitorConfig inspection constraints before logging,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: overview=5 vs logs=3,Needs manual review
policies/L5_engines/content_accuracy.py,policies,L5 — Domain Engine,FULL,Policy content accuracy validation (pure logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: apis=4 vs general=2,Needs manual review
policies/L5_engines/contract_engine.py,policies,L5 — Domain Engine,FULL,Contract Engine - stateful contract state machine (pure business logic),logs,LOW,logs,HIGH,NO,NO,phrase:proof; phrase:audit; code:audit_,V2 confidence: LOW -> HIGH
policies/L5_engines/control_registry.py,policies,L5 — Domain Engine,FULL,SOC2 Trust Service Criteria control registry,controls,LOW,incidents,MEDIUM,YES,NO,phrase:incident; code:incident_,V2 OVERRIDE: controls -> incidents; MISPLACED in policies
policies/L5_engines/controls_facade.py,policies,L5 — Domain Engine,FULL,Controls Facade - Centralized access to control operations,controls,LOW,controls,HIGH,NO,NO,phrase:killswitch; phrase:control config; phrase:throttle; code:killswitch; code:circuit_breaker,V2 confidence: LOW -> HIGH
policies/L5_engines/cus_enforcement_service.py,policies,L5 — Domain Engine,FULL,Customer enforcement service - LLM integration policy enforcement,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=4 vs integrations=4,Needs manual review
policies/L5_engines/customer_policy_read_engine.py,policies,L5 — Domain Engine,FULL,Customer policy domain read operations with business logic (pure logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=8 vs policies=6,Needs manual review
policies/L5_engines/dag_sorter.py,policies,L5 — Domain Engine,FULL,Policy DAG topological sorting (pure algorithm),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=5 vs general=3,Needs manual review
policies/L5_engines/decisions.py,policies,L5 — Domain Engine,FULL,Phase-7 Decision enum and result types,AMBIGUOUS,LOW,controls,HIGH,YES,NO,phrase:rate limit; phrase:cost limit; phrase:throttle; code:throttle,V2 OVERRIDE: AMBIGUOUS -> controls; MISPLACED in policies
policies/L5_engines/decorator.py,policies,L5 — Domain Engine,FULL,Optional ergonomic decorator over ExecutionKernel,AMBIGUOUS,LOW,account,MEDIUM,YES,NO,phrase:tenant; code:tenant_,V2 OVERRIDE: AMBIGUOUS -> account; MISPLACED in policies
policies/L5_engines/degraded_mode.py,policies,L5 — Domain Engine,FULL,Degraded mode for governance system (pure state logic),logs,LOW,activity,MEDIUM,YES,NO,phrase:run; code:run_,V2 OVERRIDE: logs -> activity; MISPLACED in policies
policies/L5_engines/deterministic_engine.py,policies,L5 — Domain Engine,FULL,Deterministic policy execution engine,policies,LOW,logs,MEDIUM,YES,NO,phrase:audit trail; phrase:audit,V2 OVERRIDE: policies -> logs; MISPLACED in policies
policies/L5_engines/dsl_parser.py,policies,L5 — Domain Engine,FULL,Policy DSL text parser (DSL → AST) - pure parsing,policies,LOW,apis,MEDIUM,YES,NO,phrase:scope; code:scope_,V2 OVERRIDE: policies -> apis; MISPLACED in policies
policies/L5_engines/eligibility_engine.py,policies,L5 — Domain Engine,FULL,"Eligibility Engine - pure rules, deterministic gating",policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: apis=6 vs general=5,
policies/L5_engines/engine.py,policies,L5 — Domain Engine,FULL,Policy rule evaluation engine,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy evaluation; phrase:policy rule; phrase:policy version; code:policy_; code:rule_,V2 confidence: MEDIUM -> HIGH
policies/L5_engines/fatigue_controller.py,policies,L5 — Domain Engine,FULL,"Alert fatigue management (pure logic, no DB access)",logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs controls=5,MISPLACED: currently in policies
policies/L5_engines/folds.py,policies,L5 — Domain Engine,FULL,Policy constant folding optimizations (pure logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=5 vs activity=4,Needs manual review
policies/L5_engines/governance_facade.py,policies,L6 — Driver,FULL,Governance Facade - Centralized access to governance control operations,controls,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=6 vs general=5,MISPLACED: currently in policies
policies/L5_engines/governance_orchestrator.py,policies,L5 — Domain Engine,FULL,Governance Orchestrator - orchestrates contract execution,general,HIGH,general,HIGH,NO,NO,phrase:governance orchestrat; phrase:orchestrator,MISPLACED: currently in policies
policies/L5_engines/grammar.py,policies,L5 — Domain Engine,FULL,Policy language grammar definitions (pure definitions),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=6 vs apis=4,
policies/L5_engines/hallucination_detector.py,policies,L5 — Domain Engine,FULL,Detect potential hallucinations in LLM outputs (non-blocking),AMBIGUOUS,LOW,incidents,HIGH,YES,NO,phrase:severity; phrase:incident; code:incident_; code:severity_,V2 OVERRIDE: AMBIGUOUS -> incidents; MISPLACED in policies
policies/L5_engines/intent.py,policies,L5 — Domain Engine,FULL,Policy intent model and declaration,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: logs=5 vs activity=4,
policies/L5_engines/interpreter.py,policies,L5 — Domain Engine,FULL,Policy DSL Interpreter (pure IR evaluation),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=4 vs general=2,
policies/L5_engines/ir_builder.py,policies,L5 — Domain Engine,FULL,Policy intermediate representation builder,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=6 vs activity=4,
policies/L5_engines/ir_compiler.py,policies,L5 — Domain Engine,FULL,Policy DSL IR Compiler (AST → bytecode) - pure compilation logic,AMBIGUOUS,LOW,logs,MEDIUM,YES,NO,phrase:audit,V2 OVERRIDE: AMBIGUOUS -> logs; MISPLACED in policies
policies/L5_engines/ir_nodes.py,policies,L5 — Domain Engine,FULL,Policy IR node definitions (pure data structures),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=5 vs activity=4,
policies/L5_engines/job_executor.py,policies,L5 — Execution & Workers,FULL,Job Executor - executes job steps and emits evidence,logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: logs=5 vs apis=4,MISPLACED: currently in policies
policies/L5_engines/kernel.py,policies,L5 — Domain Engine,FULL,Mandatory execution kernel - single choke point for all EXECUTE power,AMBIGUOUS,LOW,logs,MEDIUM,YES,NO,phrase:audit,V2 OVERRIDE: AMBIGUOUS -> logs; MISPLACED in policies
policies/L5_engines/keys_shim.py,policies,L4 — Domain Engine (DEPRECATED SHIM),FULL,API Keys domain operations — delegates to L6 driver,apis,HIGH,apis,HIGH,NO,NO,phrase:api key; phrase:key,MISPLACED: currently in policies
policies/L5_engines/kill_switch.py,policies,L5 — Domain Engine,FULL,Runtime kill switch for governance bypass (pure state logic),activity,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: general=5 vs controls=5,MISPLACED: currently in policies
policies/L5_engines/limits.py,policies,L5 — Domain Engine,FULL,"Phase-6 Limits derivation (code only, not stored)",controls,LOW,apis,MEDIUM,YES,NO,phrase:key,V2 OVERRIDE: controls -> apis; MISPLACED in policies
policies/L5_engines/limits_facade.py,policies,L5 — Domain Engine,FULL,Limits Facade - Centralized access to rate limits and quotas,controls,HIGH,controls,HIGH,NO,NO,phrase:rate limit; phrase:quota,MISPLACED: currently in policies
policies/L5_engines/limits_simulation_service.py,policies,L5 — Domain Engine,FULL,Limits simulation service - pre-execution limit checks,controls,LOW,account,MEDIUM,YES,NO,phrase:tenant,V2 OVERRIDE: controls -> account; MISPLACED in policies
policies/L5_engines/llm_policy_engine.py,policies,L5 — Domain Engine,FULL,LLM policy and safety limits enforcement (pure logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs controls=5,Needs manual review
policies/L5_engines/mapper.py,policies,L5 — Domain Engine,FULL,Map incidents to relevant SOC2 controls,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: incidents=10 vs activity=10,MISPLACED: currently in policies
policies/L5_engines/mcp_connector.py,policies,L5 — Domain Engine,FULL,Model Context Protocol (MCP) tool invocation with governance,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=7 vs integrations=5,Needs manual review
policies/L5_engines/nodes.py,policies,L5 — Domain Engine,FULL,Policy AST node definitions (pure data structures),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=6 vs activity=4,
policies/L5_engines/phase_status_invariants.py,policies,L5 — Domain Engine,FULL,Phase-status invariant enforcement from GovernanceConfig,controls,LOW,activity,MEDIUM,YES,NO,phrase:run,V2 OVERRIDE: controls -> activity; MISPLACED in policies
policies/L5_engines/plan.py,policies,L5 — Domain Engine,FULL,"Phase-6 Plan model (abstract, no DB persistence)",AMBIGUOUS,LOW,account,MEDIUM,YES,NO,phrase:tenant,V2 OVERRIDE: AMBIGUOUS -> account; MISPLACED in policies
policies/L5_engines/plan_generation_engine.py,policies,L4 — Domain Engine (System Truth),PARTIAL,Plan generation (domain logic),logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=4 vs controls=3,MISPLACED: currently in policies
policies/L5_engines/policies_facade.py,policies,L5 — Domain Engine,FULL,Policies facade - unified entry point for policy management,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=4 vs overview=4,
policies/L5_engines/policies_limits_query_engine.py,policies,L5 — Domain Engine,FULL,Limits query engine - read-only operations for limits,controls,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=6 vs overview=4,MISPLACED: currently in policies
policies/L5_engines/policies_proposals_query_engine.py,policies,L5 — Domain Engine,FULL,Proposals query engine - read-only operations for policy proposals list,policies,MEDIUM,policies,MEDIUM,NO,NO,phrase:policy proposal; code:policy_,
policies/L5_engines/policies_rules_query_engine.py,policies,L5 — Domain Engine,FULL,Policy rules query engine - read-only operations for policy rules,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy rule; code:policy_; code:rule_,V2 confidence: MEDIUM -> HIGH
policies/L5_engines/policy_command.py,policies,L4 — Domain Engine (Command Facade),PARTIAL,Policy evaluation and decision authority,policies,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: policies=7 vs analytics=7,
policies/L5_engines/policy_conflict_resolver.py,policies,L5 — Domain Engine,FULL,Resolve conflicts when multiple policies trigger different actions (pure logic),logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs incidents=5,MISPLACED: currently in policies
policies/L5_engines/policy_driver.py,policies,L5 — Domain Engine,FULL,Policy Domain Driver - Internal orchestration for policy operations,AMBIGUOUS,LOW,policies,HIGH,YES,NO,phrase:policy evaluation; phrase:policy version; code:policy_; code:policyengine; code:policydriver,V2 OVERRIDE: AMBIGUOUS -> policies
policies/L5_engines/policy_graph_engine.py,policies,L5 — Domain Engine,FULL,Policy conflict detection and dependency graph computation,AMBIGUOUS,LOW,controls,HIGH,YES,NO,phrase:rate limit; phrase:quota; phrase:budget; code:quota; code:limit_,V2 OVERRIDE: AMBIGUOUS -> controls; MISPLACED in policies
policies/L5_engines/policy_limits_engine.py,policies,L5 — Domain Engine,FULL,Policy limits CRUD engine (PIN-LIM-01) - pure business logic,AMBIGUOUS,LOW,logs,HIGH,YES,NO,phrase:audit; code:audit_; code:ledger,V2 OVERRIDE: AMBIGUOUS -> logs; MISPLACED in policies
policies/L5_engines/policy_mapper.py,policies,L5 — Domain Engine,FULL,Map MCP tool invocations to policy gates,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=7 vs account=6,
policies/L5_engines/policy_models.py,policies,L5 — Domain Engine,FULL,Policy domain models and types,policies,LOW,policies,HIGH,NO,NO,phrase:policy definition; phrase:policy evaluation; code:rule_,V2 confidence: LOW -> HIGH
policies/L5_engines/policy_proposal_engine.py,policies,L5 — Domain Engine,FULL,Policy proposal lifecycle engine - manages proposal state machine,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy proposal; phrase:policy rule; code:policy_; code:rule_; code:proposal_,V2 confidence: MEDIUM -> HIGH
policies/L5_engines/policy_rules_engine.py,policies,L5 — Domain Engine,FULL,Policy rules CRUD engine (PIN-LIM-02) - pure business logic,policies,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: policies=9 vs logs=9,
policies/L5_engines/prevention_engine.py,policies,L5 — Domain Engine,FULL,Policy prevention engine for runtime enforcement,AMBIGUOUS,LOW,policies,HIGH,YES,NO,phrase:policy definition; phrase:policy evaluation; phrase:policy rule; code:policy_,V2 OVERRIDE: AMBIGUOUS -> policies
policies/L5_engines/prevention_hook.py,policies,L5 — Domain Engine,FULL,Prevention hook for policy enforcement,policies,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs policies=4,
policies/L5_engines/profile.py,policies,L5 — Domain Engine,FULL,Governance Profile configuration and validation,controls,LOW,controls,MEDIUM,NO,NO,phrase:feature flag,V2 confidence: LOW -> MEDIUM
policies/L5_engines/protection_provider.py,policies,L5 — Domain Engine,FULL,Phase-7 AbuseProtectionProvider protocol and MockAbuseProtectionProvider,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=11 vs controls=10,Needs manual review
policies/L5_engines/replay_determinism.py,policies,L5 — Domain Engine,FULL,Replay determinism semantics (policy decision validation),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: apis=5 vs policies=4,
policies/L5_engines/rollout_projection.py,policies,L4 — Domain Engine (Projection),PARTIAL,Rollout Projection - read-only projection of audited truth,logs,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=9 vs apis=8,MISPLACED: currently in policies
policies/L5_engines/run_governance_facade.py,policies,L3 — Adapter,FULL,Run Governance Facade - Centralized access to governance operations for runs,activity,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: logs=7 vs policies=6,MISPLACED: currently in policies
policies/L5_engines/runtime_command.py,policies,L5 — Domain Engine,FULL,Runtime domain commands and query logic (pure logic),activity,MEDIUM,activity,MEDIUM,NO,NO,phrase:run; code:execution_,MISPLACED: currently in policies
policies/L5_engines/sandbox_engine.py,policies,L5 — Domain Engine,FULL,High-level sandbox engine with policy enforcement (pure business logic),policies,MEDIUM,activity,HIGH,YES,NO,phrase:run; phrase:execution record; code:run_; code:execution_,V2 OVERRIDE: policies -> activity; MISPLACED in policies
policies/L5_engines/snapshot_engine.py,policies,L5 — Domain Engine,FULL,Policy snapshot immutability engine (pure business logic),AMBIGUOUS,LOW,account,MEDIUM,YES,NO,phrase:tenant; code:tenant_,V2 OVERRIDE: AMBIGUOUS -> account; MISPLACED in policies
policies/L5_engines/state.py,policies,L5 — Domain Engine,FULL,Phase-6 Billing State enum (pure enum definitions),account,MEDIUM,account,HIGH,NO,NO,phrase:tenant; phrase:billing; code:billing,V2 confidence: MEDIUM -> HIGH
policies/L5_engines/tokenizer.py,policies,L5 — Domain Engine,FULL,Policy language tokenizer (pure lexical analysis),policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=5 vs apis=4,
policies/L5_engines/validator.py,policies,L5 — Domain Engine,FULL,Policy DSL semantic validator (pure validation logic),AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: incidents=3 vs policies=2,Needs manual review
policies/L5_engines/validator_engine.py,policies,L5 — Domain Engine,FULL,"Issue Validator - pure analysis, advisory verdicts (pure business logic)",logs,LOW,AMBIGUOUS,LOW,NO,YES,Close: incidents=6 vs integrations=4,MISPLACED: currently in policies
policies/L5_engines/visitors.py,policies,L5 — Domain Engine,FULL,Policy AST visitor pattern implementations,policies,LOW,policies,MEDIUM,NO,NO,code:policy_; code:rule_,V2 confidence: LOW -> MEDIUM
policies/L5_engines/worker_execution_command.py,policies,L4 — Domain Engine (Command Facade),PARTIAL,Worker execution authorization and delegation,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=4 vs analytics=3,Needs manual review
policies/L5_schemas/overrides.py,policies,L5 — Domain Schema,PARTIAL,Limit override request/response schemas,controls,LOW,controls,LOW,NO,NO,,MISPLACED: currently in policies
policies/L5_schemas/policy_limits.py,policies,L5 — Domain Schema,PARTIAL,Policy limits request/response schemas,AMBIGUOUS,LOW,controls,HIGH,YES,NO,phrase:rate limit; phrase:limit enforcement; phrase:budget,V2 OVERRIDE: AMBIGUOUS -> controls; MISPLACED in policies
policies/L5_schemas/policy_rules.py,policies,L5 — Domain Schema,PARTIAL,Policy rules request/response schemas,policies,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: policies=5 vs logs=4,
policies/L5_schemas/retry.py,policies,L6 — Platform Substrate,PARTIAL,Retry API schemas,apis,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=1 vs controls=1,MISPLACED: currently in policies
policies/L5_schemas/simulation.py,policies,L5 — Domain Schema,PARTIAL,Limit simulation request/response schemas,controls,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=7 vs activity=6,MISPLACED: currently in policies
policies/L6_drivers/alert_emitter.py,policies,L6 — Domain Driver,FULL,Emit alerts for near-threshold and breach events — L6 DOES NOT COMMIT,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=6 vs activity=6,Needs manual review
policies/L6_drivers/arbitrator.py,policies,L6 — Domain Driver,FULL,Resolve conflicts between multiple applicable policies,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs overview=5,Needs manual review
policies/L6_drivers/budget_enforcement_driver.py,policies,L6 — Data Access Driver,FULL,Budget enforcement data access operations,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: activity=6 vs controls=4,Needs manual review
policies/L6_drivers/capture.py,policies,L6 — Domain Driver,FULL,Taxonomy evidence capture service (ctx-aware) — L6 DOES NOT COMMIT,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=7 vs incidents=6,Needs manual review
policies/L6_drivers/cross_domain.py,policies,L6 — Domain Driver,FULL,Cross-Domain Governance - Mandatory data integrity functions,incidents,MEDIUM,AMBIGUOUS,LOW,NO,YES,Close: controls=12 vs incidents=11,MISPLACED: currently in policies
policies/L6_drivers/dag_executor.py,policies,L6 — Domain Driver,FULL,DAG-based parallel policy executor,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: logs=8 vs activity=6,
policies/L6_drivers/governance_signal_driver.py,policies,L6 — Domain Driver,FULL,Governance signal persistence service,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: general=6 vs apis=4,Needs manual review
policies/L6_drivers/keys_driver.py,policies,L6 — Domain Driver,FULL,API Keys data access operations,apis,HIGH,apis,HIGH,NO,NO,phrase:api key; phrase:key,MISPLACED: currently in policies
policies/L6_drivers/limits_read_driver.py,policies,L6 — Data Access Driver,FULL,Read operations for limits,controls,LOW,controls,MEDIUM,NO,NO,phrase:budget; code:limit_,V2 confidence: LOW -> MEDIUM
policies/L6_drivers/llm_threshold_driver.py,policies,L6 — Domain Driver,FULL,LLM run threshold resolution and evaluation,activity,HIGH,activity,HIGH,NO,NO,phrase:llm run; phrase:run,MISPLACED: currently in policies
policies/L6_drivers/optimizer_conflict_resolver.py,policies,L6 — Domain Driver,FULL,Policy conflict resolution,policies,LOW,AMBIGUOUS,LOW,NO,YES,Close: policies=5 vs apis=4,
policies/L6_drivers/orphan_recovery.py,policies,L6 — Domain Driver,FULL,"Orphan detection logic, PB-S2 truth guarantee",activity,MEDIUM,overview,HIGH,YES,NO,phrase:dashboard; phrase:summary; code:dashboard,V2 OVERRIDE: activity -> overview; MISPLACED in policies
policies/L6_drivers/override_driver.py,policies,L6 — Domain Driver,FULL,Limit override driver (PIN-LIM-05) - DB boundary crossing,controls,LOW,AMBIGUOUS,LOW,NO,YES,Close: controls=7 vs account=6,MISPLACED: currently in policies
policies/L6_drivers/policy_engine_driver.py,policies,L6 — Domain Driver,FULL,Policy Engine data access operations,AMBIGUOUS,LOW,policies,HIGH,YES,NO,phrase:policy evaluation; phrase:policy version; code:policy_; code:rule_; code:policyengine,V2 OVERRIDE: AMBIGUOUS -> policies
policies/L6_drivers/policy_graph_driver.py,policies,L6 — Data Access Driver,FULL,Policy graph data access operations,AMBIGUOUS,LOW,account,MEDIUM,YES,NO,phrase:tenant; code:tenant_,V2 OVERRIDE: AMBIGUOUS -> account; MISPLACED in policies
policies/L6_drivers/policy_limits_driver.py,policies,L6 — Domain Driver,FULL,Data access for policy limits CRUD operations,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs controls=4,Needs manual review
policies/L6_drivers/policy_proposal_read_driver.py,policies,L6 — Data Access Driver,FULL,Read operations for policy proposal engine,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy proposal; phrase:policy rule; code:policy_; code:rule_; code:proposal_,V2 confidence: MEDIUM -> HIGH
policies/L6_drivers/policy_proposal_write_driver.py,policies,L6 — Data Access Driver,FULL,Write operations for policy proposal engine,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy proposal; phrase:policy rule; phrase:policy version; code:policy_; code:proposal_,V2 confidence: MEDIUM -> HIGH
policies/L6_drivers/policy_read_driver.py,policies,L6 — Domain Driver,FULL,Data access for customer policy read operations,AMBIGUOUS,LOW,controls,HIGH,YES,NO,phrase:killswitch; phrase:budget; code:killswitch,V2 OVERRIDE: AMBIGUOUS -> controls; MISPLACED in policies
policies/L6_drivers/policy_rules_driver.py,policies,L6 — Domain Driver,FULL,Data access for policy rules CRUD operations,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy rule; code:policy_; code:rule_,V2 confidence: MEDIUM -> HIGH
policies/L6_drivers/policy_rules_read_driver.py,policies,L6 — Data Access Driver,FULL,Read operations for policy rules,policies,MEDIUM,policies,HIGH,NO,NO,phrase:policy rule; code:policy_; code:rule_,V2 confidence: MEDIUM -> HIGH
policies/L6_drivers/proposals_read_driver.py,policies,L6 — Data Access Driver,FULL,Read operations for policy proposals (list view),policies,MEDIUM,policies,MEDIUM,NO,NO,phrase:policy proposal; code:proposal_,
policies/L6_drivers/recovery_matcher.py,policies,L6 — Domain Driver,FULL,Match failure patterns and generate recovery suggestions — L6 DOES NOT COMMIT,incidents,LOW,AMBIGUOUS,LOW,NO,YES,Close: general=5 vs apis=4,MISPLACED: currently in policies
policies/L6_drivers/recovery_write_driver.py,policies,L6 — Domain Driver,FULL,DB write driver for Recovery APIs (DB boundary crossing),apis,LOW,AMBIGUOUS,LOW,NO,YES,Close: apis=5 vs incidents=3,MISPLACED: currently in policies
policies/L6_drivers/scope_resolver.py,policies,L6 — Domain Driver,FULL,Resolve which policies apply to a given run context,AMBIGUOUS,LOW,AMBIGUOUS,LOW,NO,YES,Close: account=6 vs overview=5,Needs manual review
policies/L6_drivers/symbol_table.py,policies,L6 — Domain Driver,FULL,Policy symbol table management,policies,LOW,policies,MEDIUM,NO,NO,phrase:policy rule; code:policy_,V2 confidence: LOW -> MEDIUM
